timestamp,service,region,resource_id,cost_usd,cpu_usage_pct,team,environment,project
2026-03-01 12:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6392,63.17,Backend-API,Production,Internal-Tools
2026-03-01 12:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6435,60.91,Data-Science,Production,Project-Alpha
2026-03-01 12:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.2658,58.1,Frontend-Web,Development,Project-Alpha
2026-03-01 12:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.211,,Frontend-Web,Production,Project-Alpha
2026-03-01 12:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0666,,Infrastructure,Staging,Project-Omega
2026-03-01 13:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6498,64.21,Backend-API,Production,Internal-Tools
2026-03-01 13:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.7417,64.54,Data-Science,Production,Project-Alpha
2026-03-01 13:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.6775,65.41,Frontend-Web,Development,Project-Alpha
2026-03-01 13:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2044,,Frontend-Web,Production,Project-Alpha
2026-03-01 13:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0675,,Infrastructure,Staging,Project-Omega
2026-03-01 14:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6553,64.75,Backend-API,Production,Internal-Tools
2026-03-01 14:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.678,62.18,Data-Science,Production,Project-Alpha
2026-03-01 14:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.417,60.77,Frontend-Web,Development,Project-Alpha
2026-03-01 14:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2118,,Frontend-Web,Production,Project-Alpha
2026-03-01 14:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0674,,Infrastructure,Staging,Project-Omega
2026-03-01 15:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6529,64.5,Backend-API,Production,Internal-Tools
2026-03-01 15:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.7647,65.38,Data-Science,Production,Project-Alpha
2026-03-01 15:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.4479,61.31,Frontend-Web,Development,Project-Alpha
2026-03-01 15:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.213,,Frontend-Web,Production,Project-Alpha
2026-03-01 15:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0696,,Infrastructure,Staging,Project-Omega
2026-03-01 16:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5976,59.04,Backend-API,Production,Internal-Tools
2026-03-01 16:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6397,60.74,Data-Science,Production,Project-Alpha
2026-03-01 16:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.396,60.38,Frontend-Web,Development,Project-Alpha
2026-03-01 16:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2031,,Frontend-Web,Production,Project-Alpha
2026-03-01 16:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0676,,Infrastructure,Staging,Project-Omega
2026-03-01 17:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5765,56.94,Backend-API,Production,Internal-Tools
2026-03-01 17:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5941,59.04,Data-Science,Production,Project-Alpha
2026-03-01 17:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.2305,57.43,Frontend-Web,Development,Project-Alpha
2026-03-01 17:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1867,,Frontend-Web,Production,Project-Alpha
2026-03-01 17:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0656,,Infrastructure,Staging,Project-Omega
2026-03-01 18:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5302,52.36,Backend-API,Production,Internal-Tools
2026-03-01 18:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.4021,51.92,Data-Science,Production,Project-Alpha
2026-03-01 18:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.9633,52.67,Frontend-Web,Development,Project-Alpha
2026-03-01 18:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.175,,Frontend-Web,Production,Project-Alpha
2026-03-01 18:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0633,,Infrastructure,Staging,Project-Omega
2026-03-01 19:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5111,50.47,Backend-API,Production,Internal-Tools
2026-03-01 19:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.2763,47.26,Data-Science,Production,Project-Alpha
2026-03-01 19:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.6786,47.61,Frontend-Web,Development,Project-Alpha
2026-03-01 19:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1631,,Frontend-Web,Production,Project-Alpha
2026-03-01 19:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0539,,Infrastructure,Staging,Project-Omega
2026-03-01 20:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4613,45.54,Backend-API,Production,Internal-Tools
2026-03-01 20:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.2292,45.51,Data-Science,Production,Project-Alpha
2026-03-01 20:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.493,44.3,Frontend-Web,Development,Project-Alpha
2026-03-01 20:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1494,,Frontend-Web,Production,Project-Alpha
2026-03-01 20:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0502,,Infrastructure,Staging,Project-Omega
2026-03-01 21:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.404,39.88,Backend-API,Production,Internal-Tools
2026-03-01 21:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0648,39.41,Data-Science,Production,Project-Alpha
2026-03-01 21:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.2208,39.46,Frontend-Web,Development,Project-Alpha
2026-03-01 21:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1332,,Frontend-Web,Production,Project-Alpha
2026-03-01 21:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0436,,Infrastructure,Staging,Project-Omega
2026-03-01 22:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.36,35.53,Backend-API,Production,Internal-Tools
2026-03-01 22:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0043,37.17,Data-Science,Production,Project-Alpha
2026-03-01 22:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.0856,37.05,Frontend-Web,Development,Project-Alpha
2026-03-01 22:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1159,,Frontend-Web,Production,Project-Alpha
2026-03-01 22:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0422,,Infrastructure,Staging,Project-Omega
2026-03-01 23:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3301,32.57,Backend-API,Production,Internal-Tools
2026-03-01 23:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8766,32.44,Data-Science,Production,Project-Alpha
2026-03-01 23:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.8625,33.08,Frontend-Web,Development,Project-Alpha
2026-03-01 23:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.104,,Frontend-Web,Production,Project-Alpha
2026-03-01 23:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0353,,Infrastructure,Staging,Project-Omega
2026-03-02 00:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3012,29.72,Backend-API,Production,Internal-Tools
2026-03-02 00:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8113,30.02,Data-Science,Production,Project-Alpha
2026-03-02 00:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5949,28.33,Frontend-Web,Development,Project-Alpha
2026-03-02 00:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1001,,Frontend-Web,Production,Project-Alpha
2026-03-02 00:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0334,,Infrastructure,Staging,Project-Omega
2026-03-02 01:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2891,28.52,Backend-API,Production,Internal-Tools
2026-03-02 01:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7792,28.83,Data-Science,Production,Project-Alpha
2026-03-02 01:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5788,28.04,Frontend-Web,Development,Project-Alpha
2026-03-02 01:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0893,,Frontend-Web,Production,Project-Alpha
2026-03-02 01:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0321,,Infrastructure,Staging,Project-Omega
2026-03-02 02:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2664,26.28,Backend-API,Production,Internal-Tools
2026-03-02 02:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7113,26.31,Data-Science,Production,Project-Alpha
2026-03-02 02:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5762,27.99,Frontend-Web,Development,Project-Alpha
2026-03-02 02:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0957,,Frontend-Web,Production,Project-Alpha
2026-03-02 02:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0293,,Infrastructure,Staging,Project-Omega
2026-03-02 03:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2895,28.55,Backend-API,Production,Internal-Tools
2026-03-02 03:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7813,28.9,Data-Science,Production,Project-Alpha
2026-03-02 03:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5784,28.02,Frontend-Web,Development,Project-Alpha
2026-03-02 03:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0887,,Frontend-Web,Production,Project-Alpha
2026-03-02 03:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0319,,Infrastructure,Staging,Project-Omega
2026-03-02 04:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2943,29.02,Backend-API,Production,Internal-Tools
2026-03-02 04:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7726,28.57,Data-Science,Production,Project-Alpha
2026-03-02 04:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.7208,30.55,Frontend-Web,Development,Project-Alpha
2026-03-02 04:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1036,,Frontend-Web,Production,Project-Alpha
2026-03-02 04:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0323,,Infrastructure,Staging,Project-Omega
2026-03-02 05:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3229,31.84,Backend-API,Production,Internal-Tools
2026-03-02 05:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8903,32.92,Data-Science,Production,Project-Alpha
2026-03-02 05:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.8308,32.49,Frontend-Web,Development,Project-Alpha
2026-03-02 05:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1119,,Frontend-Web,Production,Project-Alpha
2026-03-02 05:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0358,,Infrastructure,Staging,Project-Omega
2026-03-02 06:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.35,34.51,Backend-API,Production,Internal-Tools
2026-03-02 06:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0095,37.32,Data-Science,Production,Project-Alpha
2026-03-02 06:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.9487,34.58,Frontend-Web,Development,Project-Alpha
2026-03-02 06:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1179,,Frontend-Web,Production,Project-Alpha
2026-03-02 06:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0425,,Infrastructure,Staging,Project-Omega
2026-03-02 07:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.405,39.92,Backend-API,Production,Internal-Tools
2026-03-02 07:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0629,39.29,Data-Science,Production,Project-Alpha
2026-03-02 07:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.1884,38.83,Frontend-Web,Development,Project-Alpha
2026-03-02 07:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.131,,Frontend-Web,Production,Project-Alpha
2026-03-02 07:00:00,AWSLambda,us-east-1,res-71m23unguy,0.044,,Infrastructure,Staging,Project-Omega
2026-03-02 08:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4392,43.28,Backend-API,Production,Internal-Tools
2026-03-02 08:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.1803,43.63,Data-Science,Production,Project-Alpha
2026-03-02 08:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.6415,46.86,Frontend-Web,Development,Project-Alpha
2026-03-02 08:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1591,,Frontend-Web,Production,Project-Alpha
2026-03-02 08:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0486,,Infrastructure,Staging,Project-Omega
2026-03-02 09:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4996,49.24,Backend-API,Production,Internal-Tools
2026-03-02 09:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3289,49.11,Data-Science,Production,Project-Alpha
2026-03-02 09:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.8606,50.74,Frontend-Web,Development,Project-Alpha
2026-03-02 09:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1744,,Frontend-Web,Production,Project-Alpha
2026-03-02 09:00:00,AWSLambda,us-east-1,res-71m23unguy,0.057,,Infrastructure,Staging,Project-Omega
2026-03-02 10:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5411,53.32,Backend-API,Production,Internal-Tools
2026-03-02 10:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.4997,55.42,Data-Science,Production,Project-Alpha
2026-03-02 10:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1731,56.28,Frontend-Web,Development,Project-Alpha
2026-03-02 10:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1819,,Frontend-Web,Production,Project-Alpha
2026-03-02 10:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0584,,Infrastructure,Staging,Project-Omega
2026-03-02 11:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6127,60.36,Backend-API,Production,Internal-Tools
2026-03-02 11:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5016,55.48,Data-Science,Production,Project-Alpha
2026-03-02 11:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1495,55.85,Frontend-Web,Development,Project-Alpha
2026-03-02 11:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1894,,Frontend-Web,Production,Project-Alpha
2026-03-02 11:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0628,,Infrastructure,Staging,Project-Omega
2026-03-02 12:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5907,58.18,Backend-API,Production,Internal-Tools
2026-03-02 12:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5985,59.05,Data-Science,Production,Project-Alpha
2026-03-02 12:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.4782,61.67,Frontend-Web,Development,Project-Alpha
2026-03-02 12:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1998,,Frontend-Web,Production,Project-Alpha
2026-03-02 12:00:00,AWSLambda,us-east-1,res-71m23unguy,0.07,,Infrastructure,Staging,Project-Omega
2026-03-02 13:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.625,61.56,Backend-API,Production,Internal-Tools
2026-03-02 13:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6814,62.1,Data-Science,Production,Project-Alpha
2026-03-02 13:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.6459,64.64,Frontend-Web,Development,Project-Alpha
2026-03-02 13:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2181,,Frontend-Web,Production,Project-Alpha
2026-03-02 13:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0721,,Infrastructure,Staging,Project-Omega
2026-03-02 14:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.634,62.43,Backend-API,Production,Internal-Tools
2026-03-02 14:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.7179,63.44,Data-Science,Production,Project-Alpha
2026-03-02 14:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.4537,61.22,Frontend-Web,Development,Project-Alpha
2026-03-02 14:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2157,,Frontend-Web,Production,Project-Alpha
2026-03-02 14:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0697,,Infrastructure,Staging,Project-Omega
2026-03-02 15:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6462,63.63,Backend-API,Production,Internal-Tools
2026-03-02 15:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.766,65.21,Data-Science,Production,Project-Alpha
2026-03-02 15:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.486,61.79,Frontend-Web,Development,Project-Alpha
2026-03-02 15:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2124,,Frontend-Web,Production,Project-Alpha
2026-03-02 15:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0673,,Infrastructure,Staging,Project-Omega
2026-03-02 16:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6424,63.24,Backend-API,Production,Internal-Tools
2026-03-02 16:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5757,58.18,Data-Science,Production,Project-Alpha
2026-03-02 16:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.5866,63.56,Frontend-Web,Development,Project-Alpha
2026-03-02 16:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2085,,Frontend-Web,Production,Project-Alpha
2026-03-02 16:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0662,,Infrastructure,Staging,Project-Omega
2026-03-02 17:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5607,55.19,Backend-API,Production,Internal-Tools
2026-03-02 17:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5692,57.93,Data-Science,Production,Project-Alpha
2026-03-02 17:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1045,55.01,Frontend-Web,Development,Project-Alpha
2026-03-02 17:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2038,,Frontend-Web,Production,Project-Alpha
2026-03-02 17:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0672,,Infrastructure,Staging,Project-Omega
2026-03-02 18:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5599,55.11,Backend-API,Production,Internal-Tools
2026-03-02 18:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5319,56.54,Data-Science,Production,Project-Alpha
2026-03-02 18:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1312,55.47,Frontend-Web,Development,Project-Alpha
2026-03-02 18:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1863,,Frontend-Web,Production,Project-Alpha
2026-03-02 18:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0582,,Infrastructure,Staging,Project-Omega
2026-03-02 19:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.486,47.82,Backend-API,Production,Internal-Tools
2026-03-02 19:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3856,51.14,Data-Science,Production,Project-Alpha
2026-03-02 19:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.6919,47.69,Frontend-Web,Development,Project-Alpha
2026-03-02 19:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1702,,Frontend-Web,Production,Project-Alpha
2026-03-02 19:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0537,,Infrastructure,Staging,Project-Omega
2026-03-02 20:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4521,44.49,Backend-API,Production,Internal-Tools
2026-03-02 20:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.183,43.65,Data-Science,Production,Project-Alpha
2026-03-02 20:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.4524,43.44,Frontend-Web,Development,Project-Alpha
2026-03-02 20:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1561,,Frontend-Web,Production,Project-Alpha
2026-03-02 20:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0529,,Infrastructure,Staging,Project-Omega
2026-03-02 21:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4071,40.06,Backend-API,Production,Internal-Tools
2026-03-02 21:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0505,38.76,Data-Science,Production,Project-Alpha
2026-03-02 21:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.3898,42.32,Frontend-Web,Development,Project-Alpha
2026-03-02 21:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1422,,Frontend-Web,Production,Project-Alpha
2026-03-02 21:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0435,,Infrastructure,Staging,Project-Omega
2026-03-02 22:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3809,37.47,Backend-API,Production,Internal-Tools
2026-03-02 22:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9597,35.4,Data-Science,Production,Project-Alpha
2026-03-02 22:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.0355,36.04,Frontend-Web,Development,Project-Alpha
2026-03-02 22:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1161,,Frontend-Web,Production,Project-Alpha
2026-03-02 22:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0406,,Infrastructure,Staging,Project-Omega
2026-03-02 23:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3142,30.9,Backend-API,Production,Internal-Tools
2026-03-02 23:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9171,33.83,Data-Science,Production,Project-Alpha
2026-03-02 23:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.8746,33.19,Frontend-Web,Development,Project-Alpha
2026-03-02 23:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1147,,Frontend-Web,Production,Project-Alpha
2026-03-02 23:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0356,,Infrastructure,Staging,Project-Omega
2026-03-03 00:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.31,30.49,Backend-API,Production,Internal-Tools
2026-03-03 00:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7628,28.13,Data-Science,Production,Project-Alpha
2026-03-03 00:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6955,30.02,Frontend-Web,Development,Project-Alpha
2026-03-03 00:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.098,,Frontend-Web,Production,Project-Alpha
2026-03-03 00:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0337,,Infrastructure,Staging,Project-Omega
2026-03-03 01:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2867,28.19,Backend-API,Production,Internal-Tools
2026-03-03 01:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.749,27.62,Data-Science,Production,Project-Alpha
2026-03-03 01:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5171,26.85,Frontend-Web,Development,Project-Alpha
2026-03-03 01:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0943,,Frontend-Web,Production,Project-Alpha
2026-03-03 01:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0312,,Infrastructure,Staging,Project-Omega
2026-03-03 02:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2679,26.34,Backend-API,Production,Internal-Tools
2026-03-03 02:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7033,25.93,Data-Science,Production,Project-Alpha
2026-03-03 02:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5502,27.44,Frontend-Web,Development,Project-Alpha
2026-03-03 02:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0953,,Frontend-Web,Production,Project-Alpha
2026-03-03 02:00:00,AWSLambda,us-east-1,res-71m23unguy,0.031,,Infrastructure,Staging,Project-Omega
2026-03-03 03:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2761,27.15,Backend-API,Production,Internal-Tools
2026-03-03 03:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7563,27.88,Data-Science,Production,Project-Alpha
2026-03-03 03:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6075,28.45,Frontend-Web,Development,Project-Alpha
2026-03-03 03:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0944,,Frontend-Web,Production,Project-Alpha
2026-03-03 03:00:00,AWSLambda,us-east-1,res-71m23unguy,0.032,,Infrastructure,Staging,Project-Omega
2026-03-03 04:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2872,28.23,Backend-API,Production,Internal-Tools
2026-03-03 04:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7911,29.16,Data-Science,Production,Project-Alpha
2026-03-03 04:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6582,29.34,Frontend-Web,Development,Project-Alpha
2026-03-03 04:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1003,,Frontend-Web,Production,Project-Alpha
2026-03-03 04:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0343,,Infrastructure,Staging,Project-Omega
2026-03-03 05:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3135,30.81,Backend-API,Production,Internal-Tools
2026-03-03 05:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9156,33.75,Data-Science,Production,Project-Alpha
2026-03-03 05:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.7647,31.22,Frontend-Web,Development,Project-Alpha
2026-03-03 05:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1043,,Frontend-Web,Production,Project-Alpha
2026-03-03 05:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0351,,Infrastructure,Staging,Project-Omega
2026-03-03 06:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3785,37.2,Backend-API,Production,Internal-Tools
2026-03-03 06:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9945,36.65,Data-Science,Production,Project-Alpha
2026-03-03 06:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.0648,36.52,Frontend-Web,Development,Project-Alpha
2026-03-03 06:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1183,,Frontend-Web,Production,Project-Alpha
2026-03-03 06:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0413,,Infrastructure,Staging,Project-Omega
2026-03-03 07:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3935,38.66,Backend-API,Production,Internal-Tools
